state_action_state_weights
49188 682 1 1
"f" "N" "fe" 136
"peru" "N" "k" 17
"dered" "N" "g" 125
"apa" "N" "t" 419
"a" "N" "peru" 18
"orrup" "N" "c" 8
"per" "N" "uper" 2
"uper" "N" "u" 65
"peru" "N" "u" 30
"opa" "N" "w" 23
"yi" "N" "th" 52
"oup" "N" "ng" 2
"ph" "N" "que" 5
"oy" "N" "z" 302
"ge" "N" "ur" 78
"oppe" "N" "" 9
"e" "N" "ger'" 5
"po" "N" "ured" 5
"ured" "N" "'" 20
"ari" "N" "u" 56
"dow" "N" "er" 73
"deri" "N" "ch" 53
"m" "N" "sc" 143
"o" "N" "eri" 12
"je" "N" "x" 36
"bbe" "N" "" 7
"deo" "N" "ur" 4
"r" "N" "owa" 33
"v" "N" "dow" 6
"ogi" "N" "ce" 2
"cher" "N" "or" 23
"le" "N" "ee" 12
"ted" "N" "d" 25
"ited" "N" "q" 12
"io" "N" "se" 8
"er" "N" "edi" 42
"edi" "N" "d" 10
"c" "N" "yper" 139
"opo" "N" "di" 22
"r" "N" "udge" 65
"v" "N" "opo" 3
"ie" "N" "dire" 27
"dead" "N" "u" 35
"dia" "N" "x" 9
"ed" "N" "ap" 14
"aged" "N" "ei" 12
"der" "N" "eigh" 136
"que" "N" "pi" 27
"'" "N" "origi" 116
"p" "N" "appe" 14
"l" "N" "gio" 3
"pur" "N" "ed" 3
"d'" "N" "th" 13
"oud" "N" "da" 7
"owd" "N" "ch" 24
"paper" "N" "ea" 17
"erie" "N" "f" 66
"-e" "N" "te" 9
"oder" "N" "ne" 17
"ye" "N" "d" 69
"r" "N" "odo" 19
"ay" "N" "pri" 8
"edit" "N" "n" 76
"re" "N" "joh" 33
"ia" "N" "ei" 20
"tt" "N" "s'" 37
"ough" "N" "au" 167
"pi" "N" "pi" 122
"y" "N" "geo" 60
"geo" "N" "g" 103
"edi" "N" "y" 10
"uj" "N" "b" 4
"uj" "N" "g" 5
"uj" "N" "de" 2
"uj" "N" "n" 10
"uj" "N" "s" 8
"uj" "N" "f" 7
"gue" "N" "ue" 7
"uj" "N" "m" 12
"z" "N" "udi" 3
"udi" "N" "k" 16
"ar" "N" "ie'" 60
"uge" "N" "d" 18
"ch" "N" "jour" 75
"ough" "N" "-p" 7
"ure" "N" "jour" 21
"eyed" "N" "p" 117
"or" "N" "qu" 25
"m" "N" "ugh" 36
"uer" "N" "o" 108
"e" "N" "geo" 15
"c" "N" "ited" 57
"id" "N" "da" 94
"ard" "N" "s'" 167
"d" "N" "id" 41
"ff" "N" "dai" 2
"idge" "N" "wh" 6
"dau" "N" "t" 33
"eri" "N" "ve" 4
"co" "N" "mb" 101
"nne" "N" "o'" 17
"urd" "N" "g" 16
"rr" "N" "v" 52
"paper" "N" "ed" 43
"d" "N" "hugh" 25
"ed" "N" "ca" 46
"m" "N" "hu" 3
"ipa" "N" "th" 79
"se" "N" "ze" 20
"h" "N" "ugh" 29
"ugh" "N" "e" 61
"tte" "N" "ph" 21
"opo" "N" "nn" 94
"r" "N" "due" 6
"ip" "N" "appe" 6
"op" "N" "age" 4
"ch" "N" "upper" 9
"or" "N" "age" 144
"f" "N" "yu" 4
"dai" "N" "ch" 22
"ck" "N" "ca" 9
"lle" "N" "do" 22
"st" "N" "po" 29
"gio" "N" "p" 2
"oo" "N" "ss" 54
"ck" "N" "ce" 21
"ey" "N" "o'" 64
"ded" "N" "do" 28
"v" "N" "-i" 118
"g" "N" "igh" 14
"ie" "N" "sz" 6
"is" "N" "k" 85
"erge" "N" "po" 4
"tsch" "N" "f" 33
"is" "N" "sch" 24
"ower" "N" "er" 10
"ke" "N" "te" 124
"kes" "N" "le" 16
"er" "N" "che" 48
"do" "N" "ua" 9
"ipper" "N" "r" 73
"i" "N" "gu" 30
"dep" "N" "p" 15
"eppi" "N" "i" 3
"gi" "N" "" 26
"nd" "N" "or" 32
"ie" "N" "jour" 18
"ere" "N" "re" 80
"kes" "N" "ide" 22
"ed" "N" "pai" 33
"x" "N" "rr" 4
"b" "N" "udi" 46
"udi" "N" "h" 14
"igh" "N" "y" 63
"erd" "N" "i" 68
"ded" "N" "pe" 41
"v" "N" "jer" 26
"z" "N" "ear" 66
"o" "N" "yo" 49
"p" "N" "opo" 32
"ear" "N" "le'" 9
"k" "N" "idde" 17
"nne" "N" "ll" 26
"der" "N" "pau" 5
"erie" "N" "k" 15
"sse" "N" "e" 106
"pau" "N" "h" 8
"x" "N" "ad" 36
"t" "N" "idi" 42
"ior" "N" "di" 38
"yper" "N" "i" 124
"uh" "N" "e" 15
"uh" "N" "k" 8
"h" "N" "ood'" 16
"tt" "N" "sch" 114
"yper" "N" "f" 86
"ded" "N" "ne" 14
"mn" "N" "v" 79
"s" "N" "add" 40
"or" "N" "op" 56
"e" "N" "tte'" 20
"uper" "N" "pa" 28
"owed" "N" "ho" 4
"apper" "N" "joh" 13
"ee" "N" "du" 62
"ck's" "N" "b" 269
"ip" "N" "re" 41
"x" "N" "dia" 19
"tch" "N" "hi" 43
"augh" "N" "p" 31
"ll" "N" "i'" 74
"i" "N" "odi" 38
"are" "N" "ph" 135
"oad" "N" "du" 5
"yp" "N" "a" 18
"rre" "N" "th" 82
"l" "N" "tte" 69
"ui" "N" "th" 38
"di" "N" "ea" 23
"io" "N" "pu" 13
"w" "N" "ge" 11
"r" "N" "yer" 72
"b" "N" "ede" 7
"ade" "N" "lle" 39
"day" "N" "per" 23
"app" "N" "ur" 36
"ura" "N" "ya" 2
"a" "N" "aye" 21
"aye" "N" "au" 3
"y" "N" "uda" 29
"a" "N" "ara" 31
"yo" "N" "or" 2
"t" "N" "uppo" 3
"uppo" "N" "k" 2
"mb" "N" "k" 101
"z" "N" "popu" 23
"ge" "N" "eye" 48
"yr" "N" "g" 4
"th" "N" "you" 83
"h" "N" "eider" 39
"eider" "N" "o" 53
"a" "N" "par" 103
"ne" "N" "he" 13
"he" "N" "ad" 12
"adi" "N" "sh" 101
"re" "N" "dead" 21
"ch" "N" "her" 17
"cs" "N" "er" 34
"ugge" "N" "o" 7
"w" "N" "dead" 10
"appea" "N" "le" 7
"ere" "N" "dea" 5
"ior" "N" "hi" 2
"ya" "N" "ve" 7
"der" "N" "ord" 10
"cks" "N" "ea" 145
"me" "N" "jour" 42
"opp" "N" "m" 28
"dire" "N" "k" 146
"per" "N" "ja" 47
"year" "N" "ja" 15
"sch" "N" "pe" 5
"re" "N" "he" 10
"u" "N" "ged" 5
"de" "N" "nne" 26
"k" "N" "appea" 23
"ti" "N" "ff'" 38
"do" "N" "mm" 10
"l" "N" "ede" 11
"aid" "N" "are" 6
"tch" "N" "ur" 35
"ayed" "N" "ph" 16
"ird" "N" "de" 40
"gue" "N" "ed" 15
"n" "N" "appa" 39
"ve" "N" "ie" 51
"s" "N" "eier" 17
"que" "N" "pe" 75
"th" "N" "ais" 106
"cks" "N" "ph" 37
"ag" "N" "ie" 26
"e" "N" "dup" 21
"ja" "N" "ou" 23
"ie" "N" "qu" 12
"g" "N" "ore" 14
"ja" "N" "ude" 3
"lle" "N" "le" 39
"me" "N" "qu" 22
"the" "N" "ch" 21
"di" "N" "ee" 5
"h" "N" "eau" 5
"eau" "N" "di" 19
"w" "N" "origi" 22
"w" "N" "pri" 7
"t" "N" "ued" 3
"opa" "N" "m" 75
"opa" "N" "ce" 7
"st" "N" "or" 22
"hy" "N" "o" 38
"f" "N" "idge" 33
"did" "N" "are" 2
"yper" "N" "v" 108
"l" "N" "ayi" 36
"ur" "N" "ode" 20
"ode" "N" "ve" 21
"i" "N" "ora" 46
"ior" "N" "or" 49
"z" "N" "oro" 9
"oro" "N" "a" 76
"oyed" "N" "k" 23
"dia" "N" "d" 60
"co" "N" "de" 27
"s" "N" "ari" 80
"ll" "N" "ya" 8
"s" "N" "chi" 63
"o" "N" "er'" 3
"you" "N" "or" 28
"ay" "N" "origi" 29
"ered" "N" "re" 6
"du" "N" "je" 38
"ou" "N" "ph" 55
"appa" "N" "th" 23
"ff" "N" "-p" 133
"ided" "N" "or" 27
"ergy" "N" "ear" 7
"ie" "N" "me" 45
"re" "N" "o'" 30
"ded" "N" "jewe" 2
"ho" "N" "ur" 14
"dou" "N" "w" 18
"ch" "N" "me" 60
"bb" "N" "f" 122
"d" "N" "ado" 19
"igh" "N" "pe" 24
"ch" "N" "eigh" 69
"ho" "N" "ng" 14
"ure" "N" "ee" 4
"ed" "N" "dai" 14
"or" "N" "mm" 12
"me" "N" "io" 8
"idge" "N" "sch" 24
"u" "N" "pie" 46
"chs" "N" "u" 8
"bed" "N" "h" 27
"m" "N" "edge" 11
"agi" "N" "m" 27
"igh" "N" "ja" 7
"b" "N" "ugge" 56
"y" "N" "ora" 55
"id" "N" "sch" 143
"ia" "N" "sch" 74
"do" "N" "ai" 39
"s" "N" "uer" 9
"ss'" "N" "w" 9
"odd" "N" "ou" 2
"ke" "N" "sc" 14
"ida" "N" "se" 165
"ar" "N" "poo" 5
"si" "N" "m" 36
"ee" "N" "ff" 31
"ade" "N" "'" 100
"idge" "N" "ll" 11
"ure" "N" "ng" 16
"idd" "N" "m" 5
"eddi" "N" "e" 99
"oy" "N" "di" 18
"ai" "N" "pi" 54
"pai" "N" "p" 11
"pai" "N" "pi" 2
"se" "N" "ca" 20
"ou" "N" "ad" 8
"pi" "N" "po" 81
"p" "N" "ip" 60
"or" "N" "oid" 9
"ough" "N" "pu" 20
"tt" "N" "ve" 13
"erage" "N" "per" 10
"h" "N" "oyer" 35
"do" "N" "ure" 7
"ud" "N" "ure" 2
"idge" "N" "po" 148
"ow" "N" "joi" 9
"g" "N" "ier" 81
"gue" "N" "is" 2
"era" "N" "n'" 103
"erd" "N" "th" 59
"qu" "N" "p" 2
"per" "N" "du" 37
"ied" "N" "x" 43
"uded" "N" "x" 38
"uri" "N" "y" 86
"ze" "N" "te" 30
"j" "N" "pur" 198
"iew" "N" "ou" 21
"age" "N" "ear" 110
"e" "N" "eur" 26
"ader" "N" "ou" 2
"ewe" "N" "" 27
"nd" "N" "ear" 16
"od" "N" "pi" 9
"paper" "N" "ow" 45
"n" "N" "eaux" 49
"eaux" "N" "c" 34
"eh" "N" "sh" 35
"oy" "N" "au" 25
"q" "N" "id" 3
"ia" "N" "-p" 57
"ch" "N" "dire" 106
"ig" "N" "a" 37
"z" "N" "pai" 6
"odo" "N" "f" 51
"m" "N" "nn" 14
"lle" "N" "ei" 5
"be" "N" "u" 154
"nne" "N" "z" 31
"igi" "N" "r" 2
"b" "N" "ewe" 2
"ewe" "N" "i" 13
"uer" "N" "k" 20
"eu" "N" "u" 5
"ewer" "N" "ch" 46
"b" "N" "add" 13
"g" "N" "og" 22
"tsche" "N" "ff" 3
"j" "N" "ce" 23
"'" "N" "oppo" 8
"bed" "N" "n" 8
"ord" "N" "oa" 8
"ipper" "N" "jo" 5
"u" "N" "ng'" 125
"d" "N" "ered" 6
"joh" "N" "ar" 5
"t" "N" "depa" 92
"pu" "N" "ng" 112
"hi" "N" "ja" 14
"ji" "N" "jo" 30
"du" "N" "pu" 19
"m" "N" "ua" 85
"oda" "N" "u" 50
"ks'" "N" "s" 46
"w" "N" "par" 5
"die" "N" "ei" 11
"nne" "N" "wh" 11
"dar" "N" "sh" 26
"ue" "N" "eye" 103
"l" "N" "urge" 18
"ge" "N" "z" 255
"rre" "N" "le" 15
"ur" "N" "od" 14
"v" "N" "tt" 22
"ery" "N" "po" 36
"aj" "N" "n" 73
"p" "N" "jewe" 5
"ze" "N" "ss" 16
"hi" "N" "th" 39
"ei" "N" "ya" 3
"er" "N" "aw" 20
"k" "N" "uo" 3
"ided" "N" "is" 2
"v" "N" "apora" 117
"ow" "N" "is" 103
"ju" "N" "cher" 8
"o" "N" "ew" 10
"ff" "N" "per" 48
"h" "N" "ep" 89
"ued" "N" "au" 17
"age" "N" "ph" 162
"sh" "N" "der" 40
"age" "N" "ie" 18
"e" "N" "eh" 29
"udge" "N" "r" 220
"u" "N" "cch" 115
"ss" "N" "-up" 12
"n" "N" "ipper" 38
"ipper" "N" "o" 124
"per" "N" "au" 25
"oda" "N" "p" 51
"awed" "N" "t" 22
"-i" "N" "ze" 3
"erred" "N" "v" 68
"our" "N" "ei" 4
"y'" "N" "th" 38
"ur" "N" "g'" 41
"augh" "N" "c" 67
"ck" "N" "dur" 4
"yea" "N" "n" 4
"yea" "N" "" 67
"yea" "N" "i" 6
"ado" "N" "r'" 94
"do" "N" "ju" 44
"tch" "N" "que" 7
"se" "N" "pu" 57
"" "N" "mm" 18
"p" "N" "tt" 57
"tt" "N" "x" 32
"h" "N" "og" 35
"de" "N" "ar" 112
"-i" "N" "di" 22
"i'" "N" "i" 8
"f" "N" "poo" 30
"ure'" "N" "a" 8
"ide" "N" "app" 6
"ad" "N" "ae" 2
"de" "N" "pau" 13
"ayo" "N" "i" 82
"ado" "N" "de" 8
"d" "N" "uper" 57
"ier" "N" "jo" 8
"ere" "N" "j" 39
"f" "N" "erdi" 5
"eide" "N" "gg" 125
"lle" "N" "jo" 46
"aya" "N" "b" 169
"aya" "N" "f" 104
"te" "N" "aud" 3
"jai" "N" "s" 116
"jai" "N" "g" 25
"oe" "N" "lle" 75
"f" "N" "jai" 20
"jai" "N" "pur" 22
"j" "N" "a'" 25
"ara" "N" "ja" 21
"oo" "N" "au" 19
"ja" "N" "ip" 16
"ded" "N" "pi" 35
"ere" "N" "op" 17
"joy" "N" "q" 2
"nh" "N" "t" 229
"ao" "N" "pa" 38
"yu" "N" "o" 80
"j" "N" "her" 5
"hi" "N" "gg" 5
"ued" "N" "y" 17
"ure" "N" "pi" 37
"dead" "N" "x" 4
"o" "N" "pea" 36
"s" "N" "ure'" 14
"ve" "N" "pou" 2
"i" "N" "udge" 2
"sh" "N" "pri" 21
"hir" "N" "p" 2
"pear" "N" "f" 31
"ss" "N" "eye" 30
"epper" "N" "" 26
"epper" "N" "w" 35
"epper" "N" "c" 32
"epper" "N" "f" 15
"epper" "N" "o" 23
"epper" "N" "'" 16
"epper" "N" "l" 23
"epper" "N" "a" 65
"epper" "N" "r" 24
"epper" "N" "h" 36
"epper" "N" "i" 30
"a" "N" "cz" 74
"cz" "N" "m" 73
"x" "N" "dep" 14
"k" "N" "ac" 3
"ac" "N" "z" 3
"d" "N" "ida" 27
"'" "N" "ade" 7
"y" "N" "ade" 118
"l" "N" "aid" 20
"ey" "N" "pre" 11
"ze" "N" "ve" 44
"au" "N" "ja" 21
"chs" "N" "v" 15
"due" "N" "r" 65
"io" "N" "ke" 6
"wh" "N" "c" 40
"ae" "N" "d" 40
"aw" "N" "ear" 37
"oj" "N" "n" 20
"up" "N" "de" 86
"th" "N" "ead" 39
"t" "N" "agi" 20
"-up" "N" "h" 155
"oi" "N" "s's" 49
"s's" "N" "t" 30
"odd" "N" "p" 83
"-up" "N" "re" 3
"pod" "N" "m" 40
"b" "N" "is" 119
"pear" "N" "sh" 13
"mm" "N" "wh" 3
"o" "N" "pal" 39
"pal" "N" "o" 21
"u" "N" "ura" 32
"ere" "N" "ah" 6
"er'" "N" "o" 7
"que" "N" "re" 18
"epe" "N" "s" 30
"u" "N" "die" 45
"r" "N" "y-" 2
"te" "N" "poi" 10
"ea" "N" "ou" 17
"owe" "N" "u" 12
"c" "N" "ng" 369
"ui" "N" "p" 198
"oi" "N" "w" 120
"v" "N" "aya" 26
"aya" "N" "v" 47
"ou" "N" "ger" 27
"c" "N" "upper" 37
"pi" "N" "op" 3
"op" "N" "are" 25
"do" "N" "co" 2
"r" "N" "adap" 5
"e" "N" "adap" 12
"edge" "N" "q" 25
"sh" "N" "ger" 95
"pe" "N" "-e" 24
"ured" "N" "hi" 51
"ne" "N" "dep" 13
"r" "N" "apa" 31
"ji" "N" "ja" 94
"api" "N" "l" 14
"ic" "N" "i" 3
"era" "N" "de" 13
"te" "N" "pop" 7
"jo" "N" "ud" 2
"ido" "N" "n" 133
"n" "N" "ol" 13
"que" "N" "appea" 4
"che" "N" "je" 5
"b" "N" "opi" 3
"t" "N" "be" 54
"d" "N" "ud" 75
"c" "N" "ara" 81
"uj" "N" "c" 49
"ze" "N" "per" 28
"ze" "N" "ow" 3
"er" "N" "kes" 67
"cher" "N" "kes" 13
"w" "N" "ud" 16
"w" "N" "oad" 3
"x" "N" "ga" 9
"o" "N" "te'" 20
"pau" "N" "per" 9
"dor" "N" "ch" 6
"erge" "N" "k" 34
"op" "N" "sch" 37
"opp" "N" "k" 8
"opp" "N" "w" 38
"ou" "N" "-e" 9
"pay" "N" "ou" 43
"per" "N" "fe" 15
"ll" "N" "idi" 2
"idi" "N" "i" 16
"ai" "N" "ua" 3
"de" "N" "are" 56
"h" "N" "ew" 52
"nn" "N" "jour" 2
"th" "N" "up" 23
"erred" "N" "ea" 8
"adder" "N" "e" 24
"n" "N" "n'" 39
"m" "N" "the" 22
"apper" "N" "pi" 9
"dou" "N" "c" 92
"ege" "N" "da" 20
"ce" "N" "ade" 4
"ck" "N" "ae" 37
"c" "N" "deu" 3
"bed" "N" "r" 15
"edi" "N" "o" 58
"cs'" "N" "a" 50
"cs'" "N" "t" 15
"e" "N" "eau" 52
"me" "N" "up" 13
"ph" "N" "pu" 5
"l" "N" "apora" 11
"apora" "N" "a" 11
"v" "N" "aid" 10
"aid" "N" "y" 84
"ode" "N" "l'" 90
"urge" "N" "d" 38
"ide" "N" "do" 59
"ored" "N" "per" 9
"aa" "N" "sh" 5
"aa" "N" "th" 17
"iew" "N" "di" 12
"ay" "N" "i'" 53
"o" "N" "th'" 40
"ng" "N" "par" 17
"m" "N" "ired" 12
"ired" "N" "d" 123
"po" "N" "nn" 29
"v" "N" "ep" 12
"ao" "N" "ea" 9
"l" "N" "apa" 14
"g" "N" "oda" 38
"oda" "N" "v" 33
"do" "N" "du" 10
"bed" "N" "ou" 26
"ss" "N" "du" 69
"dur" "N" "g" 69
"ape" "N" "pa" 69
"f" "N" "aded" 8
"h" "N" "jur" 4
"dead" "N" "pre" 2
"urge" "N" "k" 6
"ss" "N" "ip" 14
"ouder" "N" "s" 67
"k" "N" "iew" 3
"ager" "N" "u" 130
"ager" "N" "ah" 4
"ph" "N" "ph" 83
"c" "N" "doub" 31
"j" "N" "ie" 373
"erp" "N" "ope" 2
"aw" "N" "pre" 2
"ey" "N" "ho" 27
"adow" "N" "t" 71
"g" "N" "aya" 40
"ho" "N" "pa" 3
"p" "N" "ya" 70
"th" "N" "aye" 4
"aa" "N" "z" 4
"d" "N" "oppo" 36
"era" "N" "k" 46
"ais" "N" "u" 6
"ard" "N" "le" 108
"idi" "N" "y" 19
"h" "N" "oda" 39
"er" "N" "tte" 2
"du" "N" "er" 46
"uder" "N" "o" 38
"igh" "N" "da" 6
"g" "N" "erie" 104
"k" "N" "jewe" 8
"eri" "N" "v" 17
"our" "N" "q" 52
"app" "N" "ado" 3
"'" "N" "daugh" 33
"ird" "N" "daugh" 16
"ck's" "N" "is" 4
"je" "N" "pe" 23
"o" "N" "our" 7
"ayo" "N" "t" 43
"f" "N" "augh" 108
"ege" "N" "de" 55
"t" "N" "ah'" 126
"ew" "N" "yea" 16
"apo" "N" "" 66
"dire" "N" "da" 4
"dire" "N" "d" 11
"ea" "N" "tch" 14
"rre" "N" "sh" 10
"wh" "N" "ey" 33
"cts" "N" "ch" 45
"w" "N" "daugh" 3
"wh" "N" "g" 11
"da" "N" "ca" 7
"da" "N" "ip" 4
"h" "N" "aded" 12
"ude" "N" "pi" 33
"her" "N" "'" 49
"ne" "N" "audi" 7
"n'" "N" "l" 49
"yi" "N" "n'" 9
"n'" "N" "c" 28
"l" "N" "ire" 29
"q" "N" "power" 4
"oder" "N" "ur" 2
"epi" "N" "k" 58
"augh" "N" "m" 63
"sts" "N" "ca" 19
"ied" "N" "ai" 209
"ne" "N" "pu" 52
"ype" "N" "sh" 48
"pod" "N" "p" 49
"era" "N" "ca" 13
"you" "N" "q" 41
"pear" "N" "th" 15
"ju" "N" "th" 102
"k" "N" "eh" 117
"z" "N" "ara" 17
"ke's" "N" "l" 134
"ad" "N" "dep" 2
"day" "N" "ea" 77
"oop" "N" "e" 92
"w" "N" "ger" 72
"ier" "N" "or" 14
"erred" "N" "ch" 36
"m" "N" "tsch" 12
"yo" "N" "b" 28
"ud" "N" "p" 97
"b" "N" "edi" 28
"o" "N" "oh" 69
"t" "N" "oye" 23
"oye" "N" "a" 20
"edi" "N" "ck" 15
"ss" "N" "uri" 12
"owa" "N" "tt" 16
"ire" "N" "ss" 3
"ew" "N" "ve" 90
"da" "N" "cher" 7
"tt" "N" "are" 21
"ip" "N" "'" 78
"w" "N" "opera" 32
"wh" "N" "n" 43
"oro" "N" "f" 16
"oad" "N" "ce" 7
"mme" "N" "de" 33
"sch" "N" "ord" 23
"per" "N" "je" 24
"f" "N" "udge" 33
"apa" "N" "i" 10
"epp" "N" "s" 90
"ered" "N" "ea" 68
"que" "N" "ng" 11
"er" "N" "dor" 17
"dor" "N" "d" 23
"addi" "N" "ck" 28
"rr" "N" "rr" 2
"m" "N" "rr" 12
"era" "N" "or" 29
"se" "N" "her" 26
"ne" "N" "ha" 18
"le" "N" "day" 33
"zz" "N" "q" 62
"ss" "N" "jour" 170
"oa" "N" "j" 13
"iu" "N" "y" 217
"ha" "N" "o" 100
"ip" "N" "ea" 107
"e" "N" "ugge" 3
"z" "N" "re" 63
"erer" "N" "b" 26
"pa" "N" "ze" 7
"sh" "N" "opp" 12
"w" "N" "aye" 6
"r" "N" "cs" 15
"uded" "N" "ho" 5
"add" "N" "v" 43
"ado" "N" "di" 7
"ada" "N" "j" 52
"edi" "N" "sh" 29
"i" "N" "ari" 33
"tch" "N" "ju" 31
"h" "N" "urd" 19
"u" "N" "gge" 54
"h" "N" "er'" 75
"pod" "N" "t" 19
"gh" "N" "ca" 4
"mn" "N" "di" 7
"iew" "N" "paper" 4
"ird" "N" "s'" 46
"l" "N" "ided" 16
"c" "N" "appoi" 31
"ey" "N" "ey" 12
"s'" "N" "au" 39
"id" "N" "pe" 77
"u" "N" "th'" 54
"digi" "N" "n" 6
"ia" "N" "x" 267
"je" "N" "ja" 61
"h" "N" "ouri" 31
"c's" "N" "h" 56
"orou" "N" "te" 29
"nd" "N" "x" 32
"pau" "N" "x" 3
"oper" "N" "d" 40
"owed" "N" "ch" 74
"pe" "N" "ir" 5
"ied" "N" "ve" 6
"z" "N" "der" 61
"ff" "N" "ju" 53
"eier" "N" "e" 29
"id" "N" "ai" 54
"ippi" "N" "l" 110
"le" "N" "ari" 3
"erred" "N" "q" 12
"y" "N" "urge" 9
"ure" "N" "power" 12
"idy" "N" "o" 62
"agi" "N" "nn" 11
"ph" "N" "ie'" 65
"z" "N" "o'" 42
"ea" "N" "ks" 39
"w" "N" "paper" 24
"ud" "N" "g" 128
"eier" "N" "l" 34
"sh" "N" "tte" 2
"apa" "N" "f" 59
"aier" "N" "p" 2
"yder" "N" "p" 44
"you" "N" "pi" 3
"ck" "N" "doub" 9
"ord" "N" "je" 34
"are" "N" "pe" 52
"erie" "N" "g" 33
"ad" "N" "ee" 39
"rr" "N" "ao" 14
"a" "N" "doo" 47
"owe" "N" "p" 89
"ew" "N" "re" 28
"ca" "N" "da" 4
"op" "N" "ah" 13
"appa" "N" "h" 142
"hugh" "N" "i" 37
"oder" "N" "ger" 3
"apper" "N" "j" 8
"e" "N" "sche" 17
"ua" "N" "sch" 3
"f" "N" "eu" 68
"g" "N" "ew" 23
"id" "N" "ca" 27
"ia" "N" "ge" 22
"oeh" "N" "r" 71
"mn" "N" "p" 105
"ber" "N" "ai" 51
"v" "N" "ough" 63
"udge" "N" "b" 75
"'d" "N" "ch" 7
"igh" "N" "ei" 13
"pop" "N" "k" 77
"er" "N" "deri" 6
"ay" "N" "ori" 3
"ck's" "N" "th" 80
"'" "N" "o'" 7
"erie" "N" "m" 91
"ey" "N" "poo" 2
"ge" "N" "te" 24
"que" "N" "du" 43
"ve" "N" "ir" 38
"eri" "N" "w" 12
"igi" "N" "k" 2
"s" "N" "awe" 49
"awe" "N" "a" 40
"ord" "N" "o'" 9
"dered" "N" "ea" 23
"ca" "N" "ll'" 34
"ood" "N" "x" 59
"ewed" "N" "n" 21
"de" "N" "fe" 119
"aded" "N" "-i" 2
"ll" "N" "ery" 97
"dio" "N" "f" 29
"dio" "N" "u" 6
"ida" "N" "po" 15
"dio" "N" "w" 12
"udd" "N" "y'" 28
"ewe" "N" "p" 10
"oupe" "N" "b" 61
"k's" "N" "-i" 2
"ead" "N" "der" 4
"ah" "N" "aw" 10
"ead" "N" "ai" 38
"r" "N" "igi" 6
"igi" "N" "d" 4
"st" "N" "ai" 12
"pi" "N" "sch" 47
"tsch" "N" "d" 10
"is" "N" "pa" 16
"yer" "N" "ou" 2
"peru" "N" "ch" 21
"do" "N" "o'" 10
"peru" "N" "de" 4
"iew" "N" "u" 126
"sts" "N" "ou" 19
"uded" "N" "eigh" 34
"jo" "N" "ai" 11
"ord" "N" "ered" 136
"ay" "N" "s'" 73
"ke" "N" "ai" 110
"orough" "N" "ai" 10
"is" "N" "j" 25
"oup" "N" "ae" 3
"dow" "N" "j" 31
"power" "N" "di" 41
"o" "N" "ip" 30
"dor" "N" "r" 63
"oup" "N" "ne" 5
"ger" "N" "ph" 92
"ede" "N" "" 149
"do" "N" "op" 3
"ged" "N" "ve" 4
"ied" "N" "do" 14
"z" "N" "jay" 3
"ca" "N" "x" 8
"ar" "N" "ct" 2
"ee" "N" "oa" 68
"ad" "N" "tt" 3
"ada" "N" "ear" 21
"ip" "N" "ho" 25
"ige" "N" "t" 17
"io" "N" "ed" 71
"u" "N" "op" 35
"app" "N" "or" 70
"or" "N" "depo" 8
"a" "N" "depe" 27
"n" "N" "k's" 103
"k's" "N" "sh" 45
"ker" "N" "ch" 7
"ne" "N" "paper" 13
"d" "N" "eje" 14
"eje" "N" "s" 15
"ei" "N" "je" 51
"se" "N" "jour" 40
"day" "N" "ji" 5
"ui" "N" "or" 5
"upper" "N" "y" 60
"m" "N" "pipe" 25
"ff" "N" "pa" 112
"aya" "N" "p" 82
"ari" "N" "g" 19
"u" "N" "deri" 14
"deri" "N" "e" 33
"uder" "N" "ie" 3
"au" "N" "der" 21
"j" "N" "ue" 3
"c" "N" "zz" 5
"o" "N" "gh" 143
"ss" "N" "pri" 11
"ed" "N" "ara" 3
"r" "N" "peru" 10
"cks" "N" "te" 28
"i" "N" "pre" 77
"igh" "N" "ve" 31
"t" "N" "yper" 43
"ured" "N" "pe" 14
"ded" "N" "power" 7
"ored" "N" "di" 37
"ype" "N" "'" 19
"ured" "N" "ai" 12
"ergy" "N" "k" 38
"awed" "N" "m" 23
"aye" "N" "u" 8
"epo" "N" "t" 67
"'" "N" "peri" 4
"ar" "N" "que" 59
"the" "N" "ja" 9
"ja" "N" "hi" 9
"you" "N" "ce" 2
"io" "N" "joh" 9
"n" "N" "api" 13
"api" "N" "er" 10
"ke's" "N" "ea" 5
"pur" "N" "io" 9
"upper" "N" "sh" 32
"u" "N" "ida" 26
"eh" "N" "w" 35
"eid" "N" "g" 8
"c" "N" "oud" 4
"o" "N" "urd" 10
"udd" "N" "m" 43
"udd" "N" "c" 87
"a" "N" "iro" 2
"ori" "N" "'" 11
"ss" "N" "appe" 9
"ayi" "N" "sh" 115
"sh" "N" "wh" 42
"dip" "N" "b" 16
"yer" "N" "j" 7
"ure" "N" "dire" 26
"ee" "N" "je" 103
"x" "N" "du" 76
"ck" "N" "per" 154
"uper" "N" "ord" 38
"n" "N" "ke's" 33
"di" "N" "ye" 5
"ter" "N" "ch" 70
"r" "N" "oeh" 32
"s" "N" "sche" 5
"r" "N" "paper" 98
"l" "N" "der'" 12
"b" "N" "orre" 38
"pe" "N" "pu" 10
"ais" "N" "sh" 6
"'d" "N" "c" 48
